name,watercourse_code,length,first_point,last_point,is_affluent,classe,river_join
Ruisseau de Saint-Martin,O6420690,11.3324166586665197,"[0.605751548937685, 44.27816085403124]","[0.488937574690415, 44.23897657130095]",1,4,La Garonne
Le Mestré-Pont,O6420760,10.203394689757468,"[0.475805854396596, 44.1606582448532]","[0.473667008833316, 44.236567578732995]",1,4,La Garonne
Le Petit Auvignon,O6470500,23.5553348846914,"[0.497560005006854, 43.983920920051126]","[0.439061217807273, 44.14650703123872]",1,4,La Garonne
La Gaule,O6480670,14.466688925572976,"[0.468105257556835, 44.159276692623806]","[0.37999293446118, 44.23892466373785]",1,4,La Garonne
Le Lizon,O6500580,13.711198613349204,"[0.309687846755991, 43.20242855389599]","[0.364108144632405, 43.29176863781004]",1,4,La Garonne
La Baïse Darré,O6560500,10.39251475726192,"[0.361989070274447, 43.0844640180418]","[0.396116265835041, 43.16146002563368]",1,4,La Garonne
La Galavette,O6560520,12.834795867634686,"[0.395944450442161, 43.11306077713038]","[0.412510673926429, 43.206440839078795]",1,4,La Garonne
La Sole,O6560570,19.308020233057213,"[0.440725411611899, 43.18026779648191]","[0.468129015059485, 43.32176904976337]",1,4,La Garonne
La Loustère,O6640500,14.03089836169696,"[0.523574755340261, 43.69105195820124]","[0.440284983093515, 43.79157061125935]",1,4,La Garonne
Ruisseau de Lahontan,O6640560,11.629100475307308,"[0.526668496704002, 43.720054298958644]","[0.452605113782456, 43.78349512876392]",1,4,La Garonne
Le Rimbez,O6720650,16.409338279746418,"[-0.032838649387444, 44.078855376466514]","[0.075806559348016, 43.98281883017281]",1,4,La Garonne
La Gueyze,O6750590,17.693474039205327,"[0.090539623101448, 44.129158236825575]","[0.135270919739806, 44.03868634161533]",1,4,La Garonne
Le Lizet,O6820570,13.567642009004645,"[0.351056203502869, 43.5060148922743]","[0.349131537402104, 43.61434308160541]",1,4,La Garonne
La Baradée,O6840610,12.5588549963913,"[0.273981612546994, 43.52043788888677]","[0.279508887068677, 43.62259822063864]",1,4,La Garonne
ruisseau de manipau,O6870660,10.187544260214715,"[0.333614400490601, 43.84070202265399]","[0.306985668124033, 43.919145954377385]",1,4,La Garonne
La Gaubège,O6930500,10.297236962131244,"[0.234521128738912, 44.272491206233845]","[0.32400592065487, 44.303444306650036]",1,4,La Garonne
ruisseau d'allenc,O7010500,11.35567109903419,"[3.73181571695296, 44.53642465612939]","[3.626153788348103, 44.51907302588042]",1,4,La Garonne
Ruisseau de l'Esclancide,O7010600,12.041650619740764,"[3.628899583574688, 44.60940563739014]","[3.617281481549537, 44.52389523939556]",1,4,La Garonne
Le Bouisset,O7010820,12.127604060030928,"[3.553337622676746, 44.614052735580486]","[3.561655523503488, 44.535259089959]",1,4,La Garonne
Rieucros d'Abaïsse,O7020550,11.64749379363161,"[3.519568535394352, 44.592087888937456]","[3.489336015228464, 44.51799818360205]",1,4,La Garonne
La Nize,O7030640,13.414771616105266,"[3.634806898390306, 44.471585289789594]","[3.501040488651982, 44.476745612760126]",1,4,La Garonne
La Ginèze,O7040510,9.991311577680404,"[3.434042299115375, 44.57560583948402]","[3.40754755397001, 44.499983805537134]",1,4,La Garonne
La Crueize,O7120500,18.590987789566434,"[3.194643418743921, 44.6298802002005]","[3.298725563899016, 44.593601461413854]",1,4,La Garonne
Ruisseau de Merdaric,O7130500,10.490386252163946,"[3.221244138058998, 44.62590141536389]","[3.292976634493094, 44.569349651379895]",1,4,La Garonne
Ruisseau du Coulagnet,O7140500,24.57405554811199,"[3.486554052026541, 44.60142272632566]","[3.293449165173234, 44.548325898078616]",1,4,La Garonne
Le Piou,O7160500,16.11695658246522,"[3.153484633967018, 44.60669124852419]","[3.279125095441803, 44.54165085872709]",1,4,La Garonne
Le Rioulong,O7170510,12.39809783289271,"[3.159969609419206, 44.55691634139711]","[3.272888430047303, 44.525856542012264]",1,4,La Garonne
La Biourière,O7170590,18.103817036531435,"[3.10943754976537, 44.57131250819177]","[3.257279666128651, 44.529270794236496]",1,4,La Garonne
Le Doulou,O7210500,19.209511594797146,"[3.086690242722038, 44.56484195849836]","[3.154331293457735, 44.440806294865816]",1,4,La Garonne
Le Doulounet,O7210580,11.486047163149662,"[3.129572699597635, 44.561860691573266]","[3.148564528217341, 44.473567117774614]",1,4,La Garonne
Ruisseau de Mardonenque,O7220530,15.071137323623287,"[3.065934381207525, 44.57181606683217]","[2.986641147083266, 44.47153199287461]",1,4,La Garonne
Le Merdanson,O7230500,17.689928554034528,"[3.036480884760224, 44.594096423021576]","[2.934049054909933, 44.479286363875374]",1,4,La Garonne
Ruisseau des Mousseaux,O7230760,19.753798356012354,"[3.015926784801985, 44.585806400754414]","[2.863421130237809, 44.509288690812]",1,4,La Garonne
Ruisseau de Menepeyre,O7250540,14.166501023491335,"[2.966722202722905, 44.64899351664373]","[2.829860827559232, 44.602005339900124]",1,4,La Garonne
ruisseau boralde de condom,O7250610,17.165287279758832,"[2.970064649947913, 44.64820943634325]","[2.827364882786291, 44.59737596025605]",1,4,La Garonne
ruisseau de coubisou,O7260620,10.362686769864668,"[2.795901138760583, 44.593320702632454]","[2.714786986240677, 44.54375986099307]",1,4,La Garonne
La Coussane,O7270500,23.052144314098918,"[2.824145330434769, 44.635460919714305]","[2.673557741140072, 44.55306669041224]",1,4,La Garonne
Ruisseau d'Amarou,O7280610,12.011686387217154,"[2.716358733659312, 44.62205165626802]","[2.612253842942134, 44.60403179335954]",1,4,La Garonne
Le Mézère,O7310500,15.50844170323799,"[3.510831995721589, 44.76070849370305]","[3.383136544704101, 44.707754148341344]",1,4,La Garonne
Le Triboulin,O7320510,16.434556738793837,"[3.266342066699488, 44.653133331321186]","[3.353699955334546, 44.7134618595746]",1,4,La Garonne
Le Chapouillet,O7340500,16.508664110233973,"[3.199623521906512, 44.77204334623803]","[3.328837139240711, 44.773395532519615]",1,4,La Garonne
Ruisseau de Malagazagne,O7340510,12.836172549494183,"[3.176874349941771, 44.79772749784742]","[3.276110746079807, 44.79867364077109]",1,4,La Garonne
La Limagnole,O7360500,15.864789136087852,"[3.441282084458996, 44.84738350725982]","[3.353573409100399, 44.779565820151596]",1,4,La Garonne
Ruisseau de Guitard,O7360580,14.0392361579906964,"[3.485734989070361, 44.80456299603535]","[3.382528455201933, 44.773233162662564]",1,4,La Garonne
Ruisseau de la Gardelle,O7370500,11.540607593118971,"[3.430827995039572, 44.87987953747997]","[3.352433576654133, 44.822590735371556]",1,4,La Garonne
Ruisseau de Galastre,O7370620,11.44655271807455,"[3.416694652664634, 44.88573085625641]","[3.326275629678103, 44.854319431807966]",1,4,La Garonne
Ruisseau de la Roche,O7400500,5.121351124382683,"[-1.141957493263654, 48.66704387001153]","[-1.176942952045107, 48.63796662627028]",1,4,La Garonne
Ruisseau de Mongon,O7400650,10.773720082827507,"[3.230788421239495, 45.03498741606787]","[3.175025437647752, 44.973937151742305]",1,4,La Garonne
Ruisseau d'Arcomie,O7410500,19.57347116996255,"[3.251631403794052, 44.84224391982717]","[3.171710705292112, 44.97261337160952]",1,4,La Garonne
Ruisseau de Frippès,O7430540,10.426330681068183,"[2.847303757572882, 45.04544750213116]","[2.958349134484139, 45.0676300104721]",1,4,La Garonne
Ruisseau de Liozargues,O7430560,12.791418573031708,"[2.877401975830738, 45.040267859545274]","[3.011627643375897, 45.05203524461997]",1,4,La Garonne
ruisseau des fraux,O7430610,11.383275191118312,"[2.838547734651255, 45.04504258531266]","[2.956438556679348, 45.024715080496925]",1,4,La Garonne
Le Babory,O7440500,11.610637029702398,"[2.971901920347419, 45.07618887705935]","[3.059676826507923, 45.05713947378865]",1,4,La Garonne
Le Vendèze,O7440570,12.071702919967459,"[3.113006777607583, 45.115512245556125]","[3.097662926487443, 45.034765055680374]",1,4,La Garonne
Ruisseau de Viadeyres,O7450520,13.201126235617432,"[3.233559520544187, 45.04571336885889]","[3.124620627217167, 45.01496666573509]",1,4,La Garonne
rivière d'alleuze,O7470500,22.551698780871856,"[2.915956662281081, 44.9861368634676]","[3.097101827545428, 44.94333993043043]",1,4,La Garonne
ruisseau le gambaïse,O7500630,14.573541483797854,"[3.046889387992096, 44.58691480735411]","[3.089170244377901, 44.65046513270948]",1,4,La Garonne
Le Rioumau,O7530500,20.606247848989092,"[2.964115875034384, 44.65818177455308]","[3.031262165636845, 44.72799757266087]",1,4,La Garonne
La Bédaule,O7550500,16.160252662618472,"[3.182386118534602, 44.77703377518832]","[3.09903048313408, 44.83300270273792]",1,4,La Garonne
Le Remontalou,O7610500,15.420262558719768,"[3.009118412517376, 44.78365757926235]","[2.994453000021164, 44.88466574060912]",1,4,La Garonne
Ruisseau de la Tourette,O7630660,10.3380614795220917,"[2.983779649961635, 44.949744898962216]","[2.948164457253005, 44.89450176149486]",1,4,La Garonne
Ruisseau de Lévandès,O7650500,14.892377131890179,"[2.989863641042535, 44.78529246152806]","[2.891695927450877, 44.867338209547746]",1,4,La Garonne
Ruisseau de Tailladès,O7650520,15.989044801363528,"[2.962247207653426, 44.74382640869427]","[2.932763899546738, 44.84945037156513]",1,4,La Garonne
Le Lebot,O7660520,22.688378543415407,"[2.913879484930627, 44.74938755065017]","[2.8616298190289, 44.874006952720286]",1,4,La Garonne
Ruisseau de Ruols,O7660600,17.790059622774454,"[2.93132842815266, 44.72023455518686]","[2.861678015245453, 44.83594077711357]",1,4,La Garonne
Le Vezou,O7670510,13.086461357953752,"[2.844137613892393, 44.96510782546903]","[2.839410112164671, 44.87194226963077]",1,4,La Garonne
L'Hirondelle,O7680580,13.050516721561639,"[2.777515902942501, 44.98908577768486]","[2.778536425734188, 44.887540484534426]",1,4,La Garonne
Le Cantoinet,O7690510,11.379587686974487,"[2.840439832973085, 44.823258138847955]","[2.737531944152224, 44.82577962029379]",1,4,La Garonne
L'Argence Vive,O7710500,23.869501800251236,"[2.91294137860297, 44.724505232024825]","[2.720044442292895, 44.80998830178741]",1,4,La Garonne
L'Argence Morte,O7710570,13.747611201766377,"[2.869223015549615, 44.76265397714146]","[2.753188287831628, 44.81356567034911]",1,4,La Garonne
Ruisseau des Ondes,O7720520,13.256801995651294,"[2.797560046980855, 44.748288071333675]","[2.682827582524678, 44.759760924681665]",1,4,La Garonne
Ruisseau de Lacapelle-Barrès,O7730540,12.618620505945836,"[2.719513417377604, 44.99118132182215]","[2.695328290164314, 44.90451496146722]",1,4,La Garonne
Ruisseau de Gouzou,O7740610,11.092418078838271,"[2.697083466516775, 44.70539990962776]","[2.597572190454118, 44.701307988224926]",1,4,La Garonne
La Rasthène,O7750680,14.598325818874038,"[2.632559626962909, 44.92273480515578]","[2.598355239178342, 44.82090283012642]",1,4,La Garonne
L'Embène,O7750720,16.304778244647178,"[2.628877721117073, 44.9390732278936]","[2.586380387169219, 44.844819612629124]",1,4,La Garonne
Ruisseau des Maurs,O7750840,12.8690152650079,"[2.507192022125769, 44.84334111110947]","[2.564489955550765, 44.77822714803909]",1,4,La Garonne
Ruisseau de Langairoux,O7760500,12.116647289894948,"[2.520926444519473, 44.82928831393932]","[2.553613188725696, 44.757462942504034]",1,4,La Garonne
Ruisseau d'Auriac,O7781010,9.839301219369132,"[2.866699168755756, 44.720095498235935]","[2.77830772030608, 44.70750635409854]",1,4,La Garonne
Ruisseau de la Daze,O7810500,13.26645526978626,"[2.548978739516276, 44.57630934692544]","[2.48417285550239, 44.64161800332824]",1,4,La Garonne
Ruisseau Combenousse,O7820620,12.84282009088914,"[2.495822160644953, 44.70801281406019]","[2.416288172983036, 44.642667007579114]",1,4,La Garonne
L'Auze,O7830500,44.15358122340146,"[2.568088530415032, 45.16425624492181]","[2.202930989893447, 45.22324508136556]",1,4,La Garonne
Le Créneau,O8040500,18.34966296713151,"[2.522372643084641, 44.40585000243176]","[2.430587398656969, 44.51454604348915]",1,4,La Garonne
Ruisseau de l'Ady,O8040640,14.218370243595347,"[2.387031478685854, 44.408467537102666]","[2.455597492047483, 44.477713083056436]",1,4,La Garonne
Ruisseau de la Bindouyre,O8060500,11.288944275143557,"[2.377417336797692, 44.47236436660085]","[2.413305409120649, 44.523965737052684]",1,4,La Garonne
Le Duzou,O8070540,10.46403064304263,"[2.507455489992054, 44.5426740228715]","[2.406784212884419, 44.546156361153876]",1,4,La Garonne
Le Mourjou,O8100610,12.121274520004116,"[2.361589914748796, 44.674682966232545]","[2.27399755418979, 44.62234196616415]",1,4,La Garonne
Riou Mort,O81-0400,23.10274038505125,"[2.376666845689739, 44.476690251956754]","[2.200678838521973, 44.58236256145053]",1,4,La Garonne
Ruisseau de Limou,O8110550,15.133121291092564,"[2.376844037815325, 44.56921109116324]","[2.248512315725445, 44.59658434012384]",1,4,La Garonne
L'Enne,O8130670,10.015523952363887,"[2.305678205961366, 44.51745797119204]","[2.218303095935794, 44.55520460725213]",1,4,La Garonne
La Diège,O8160500,19.08526333566892,"[2.06516230379153, 44.46539688398128]","[2.058334247986979, 44.5659051803046]",1,4,La Garonne
Le Toulzou,O8160610,14.645657340597037,"[2.209943811834621, 44.43680246419296]","[2.098971313926548, 44.49413577729981]",1,4,La Garonne
Ruisseau d'Audiernes,O8160810,18.407798667862767,"[2.267628953813, 44.467627976241594]","[2.105909809003664, 44.52096824981238]",1,4,La Garonne
ruisseau de flaucou,O8180520,13.822994810641987,"[1.985833651095744, 44.42728417303656]","[1.933776644207196, 44.50991338150853]",1,4,La Garonne
Ruisseau de Darse,O8191160,14.126623017010173,"[1.951800676854768, 44.35931079889266]","[1.850303157782431, 44.45757507289298]",1,4,La Garonne
La Ressègue,O8210500,22.392323689862792,"[2.398706686224326, 44.76326893125732]","[2.259485249300596, 44.680152774942044]",1,4,La Garonne
Le Moulègre,O8230500,19.941909531639457,"[2.189909943990374, 44.858851620056264]","[2.242734283474344, 44.74628231745074]",1,4,La Garonne
Ruisseau de Bouzaï,O8230540,16.042947613939635,"[2.323140566778612, 44.84396491518763]","[2.251082329276612, 44.77450372022293]",1,4,La Garonne
L'Anès,O8250500,17.139186582436132,"[2.187896065414379, 44.85516064039206]","[2.215353836584671, 44.731360365713044]",1,4,La Garonne
Ruisseau d'Aujou,O8270500,10.339389998177948,"[2.24629425707819, 44.64490550165669]","[2.161905376357669, 44.66348320467501]",1,4,La Garonne
Le Ruisseau Noir,O8280620,10.791502987884146,"[2.099388638866578, 44.781628773802744]","[2.131542284370702, 44.70942552310525]",1,4,La Garonne
Ruisseau de Guirande,O8290500,10.674862026390638,"[2.189889176157716, 44.59386898097024]","[2.112090921244155, 44.64738389751259]",1,4,La Garonne
Le Bervezou,O8300500,24.00717518523492,"[2.043937099374547, 44.79112895777452]","[2.099609818117827, 44.64938166491571]",1,4,La Garonne
La Burlande,O8300700,12.02158336660028,"[2.015286867994711, 44.73674121140701]","[2.096446539856281, 44.66732649923165]",1,4,La Garonne
Ruisseau de Saint-Perdoux,O8310520,3.95597500847372,"[0.873393493448552, 44.141910542955664]","[0.83398279225252, 44.128209245427506]",1,4,La Garonne
Le Drauzou,O8320500,22.548421489579393,"[1.982283352382105, 44.73574063107591]","[1.966894686521824, 44.59346139237116]",1,4,La Garonne
La Sagne,O8330540,11.241460543744436,"[1.600386695409257, 44.57198268122289]","[1.656859453492728, 44.506225485106995]",1,4,La Garonne
Ruisseau des Valses,O84-1030,22.48490728879749,"[1.620719479752616, 44.32351723448579]","[1.432090537054138, 44.444123870831504]",1,4,La Garonne
Le Vers,O8410500,23.004121758961883,"[1.583442681452336, 44.63645314924292]","[1.553520774857059, 44.48343094639183]",1,4,La Garonne
Le Tréboulou,O8420510,14.237043902101151,"[1.476824423906956, 44.36371383601187]","[1.499342115745791, 44.4570754011457]",1,4,La Garonne
Bras du Lot,O8425001,0.5542986573051005,"[1.500880661276795, 44.459119447702314]","[1.496003604687316, 44.456968677769815]",1,4,La Garonne
Ruisseau de Lacoste,O8430500,7.2388493301593843,"[1.438653724901888, 44.35734566233522]","[1.436004464202514, 44.41425587073107]",1,4,La Garonne
Le Lissourgues,O8500500,10.456654962297478,"[1.246717015831633, 44.40743204628255]","[1.199959104278886, 44.47197303781249]",1,4,La Garonne
Ruisseau de Saint-Matré,O8510560,10.578054825178075,"[1.118783485735999, 44.40335992031278]","[1.144982291410837, 44.47726230415644]",1,4,La Garonne
La Tancanne,O86-0430,18.953967646135258,"[0.931372896833942, 44.34307002806379]","[0.802860113172348, 44.38692656981796]",1,4,La Garonne
La Masse de Pujol,O8690500,14.675592013171489,"[0.710350031744486, 44.318045152031466]","[0.658838269594587, 44.41902248568742]",1,4,La Garonne
Le Laussou,O8720500,13.350564404359252,"[0.863982786503784, 44.62625850857597]","[0.780357259845383, 44.544959827357104]",1,4,La Garonne
Le Cluzelou,O8740500,13.504281778102202,"[0.661340397192594, 44.58505647803693]","[0.740461831715503, 44.521864221579754]",1,4,La Garonne
La Gardonne,O8740630,11.404032982183724,"[0.765359032762725, 44.607182603109294]","[0.701176133583507, 44.54067070315046]",1,4,La Garonne
La Leyze,O8760500,12.891825424863626,"[0.900215468639606, 44.50795098085673]","[0.761558484340761, 44.48555869463569]",1,4,La Garonne
Ruisseau du Pic,O8810500,5.707146651354102,"[0.566852630693938, 44.353235897296194]","[0.555399374138094, 44.39397625168907]",1,4,La Garonne
La Bausse,O8820500,15.775870106829911,"[0.617983606562486, 44.34018985633523]","[0.475170652321365, 44.376182025787905]",1,4,La Garonne
Le Salabert,O8830580,11.908288895035886,"[0.512755456602059, 44.31732260747358]","[0.416195150691839, 44.35791985102068]",1,4,La Garonne
Le Chautard,O8850500,13.49537165773672,"[0.48385998411429, 44.29727353684462]","[0.357006849217355, 44.33427033827278]",1,4,La Garonne
La Cave,O9000510,12.338507345377758,"[0.234420455857902, 44.32290811624176]","[0.305283931458625, 44.37743582648617]",1,4,La Garonne
La Torgue,O9030550,13.095213795310029,"[0.454872590486389, 44.40636417372349]","[0.334105370020794, 44.42719024503613]",1,4,La Garonne
Ruisseau de Tareyre,O9050590,16.64524858873715,"[0.146430208485323, 44.32162336813637]","[0.242998101602234, 44.40306151088903]",1,4,La Garonne
Le Manet,O9070570,10.156135942575585,"[0.331361605605405, 44.56308689011579]","[0.27481888515153, 44.5038802278995]",1,4,La Garonne
La Canaule,O9070740,23.985395161987523,"[0.444566672826114, 44.52601599797377]","[0.223825188281548, 44.4736091201937]",1,4,La Garonne
ruisseau baraton,O9100510,10.594769921404492,"[0.004231613682824, 44.34155297494835]","[0.076941154163069, 44.294164128560716]",1,4,La Garonne
Le Sérac,O9120710,15.697655961591567,"[0.007288498980886, 44.40076903511817]","[0.112617568596293, 44.488567530210055]",1,4,La Garonne
Le Gauret,O9120900,15.630097081353199,"[0.15418652406557, 44.39155001042314]","[0.139769686300693, 44.49548446125584]",1,4,La Garonne
La Gupie,O9140500,19.348808933010446,"[0.246481605772615, 44.593577938889716]","[0.073683647704964, 44.539440222635214]",1,4,La Garonne
Le Caubon,O9140610,10.969976395573413,"[0.213103550928805, 44.6002167162037]","[0.141037640505287, 44.55443698486284]",1,4,La Garonne
Le Medier,O9160510,10.30600153335722,"[0.075432006438611, 44.588815730054485]","[0.003570563019014, 44.55051514631708]",1,4,La Garonne
Ruisseau du Loup,O9160540,10.2995248629220787,"[0.145572040595929, 44.60853594598352]","[0.038741825221019, 44.57007818280508]",1,4,La Garonne
Le Brayssou,O9210500,13.730913776363769,"[0.822149148459513, 44.70379779014498]","[0.752799810244461, 44.649766260673935]",1,4,La Garonne
La Bournègue,O9230500,20.29177967149009,"[0.774251937277899, 44.71563334321726]","[0.625990934514868, 44.667803411483455]",1,4,La Garonne
