name,watercourse_code,length,first_point,last_point,is_affluent,classe,river_join
La Roguenette,H4053000,14.104078252659317,"[1.594933034302078, 48.40930053220976]","[1.53408947729338, 48.49337829025475]",1,4,La Seine
Ru de Retz,H1630600,14.618722954879296,"[3.129928986411694, 49.298511417505544]","[3.189260775818733, 49.40110681242796]",1,4,La Seine
Ru du Cuivre,F4162000,22.9957968281432571,"[3.022328892994937, 47.76065564360666]","[3.045735343680173, 47.939760832107154]",1,4,La Seine
La Moivre,F6030600,22.833135711608733,"[4.668504630278844, 48.94181759862499]","[4.458812165390706, 48.86873100432584]",1,4,La Seine
La Chalouette,F4570600,17.446939943801326,"[2.025582340240073, 48.38443703865653]","[2.180256273678294, 48.45195750358814]",1,4,La Seine
Le Rieu,H0207000,11.1329927531651821,"[3.275599851639231, 49.71182153669246]","[3.297436448756999, 49.63074588250434]",1,4,La Seine
La Jocienne,H1605000,10.95335788546512,"[3.414527489740059, 49.45120885584491]","[3.346266066248474, 49.378927012640325]",1,4,La Seine
Ru de Vallan,F3206000,10.86185449480845,"[3.54394861513727, 47.713153254351745]","[3.585863828475241, 47.79231610845429]",1,4,La Seine
L'Armance,F3040600,47.60537620711084,"[4.149227709385288, 48.035309656545394]","[3.724589257958675, 47.99236093018174]",1,4,La Seine
Le Fion,F6010600,21.27016772092148,"[4.687899886111427, 48.83093424338448]","[4.510744696527706, 48.83386201308834]",1,4,La Seine
Le Blaiseron,F5310600,19.959490032004485,"[5.004507551172588, 48.3142246099894]","[4.94261430711282, 48.41752046723977]",1,4,La Seine
Ru des Grosses Pierres,F6176000,11.555071298321993,"[3.796460778212394, 48.99828411557358]","[3.683691983091329, 48.96328018645987]",1,4,La Seine
L'Ysieux,H2246000,15.152435883703374,"[2.496732417489772, 49.09331283089754]","[2.364699411803019, 49.1526385995292]",1,4,La Seine
La Rabette,F4624000,12.064849924378176,"[1.883953024818016, 48.614915543668886]","[2.003821806718733, 48.5772520420988]",1,4,La Seine
La Censiere,F5417000,12.006610536536256,"[4.865864881622915, 48.68582014799244]","[4.731146808190223, 48.67199626657486]",1,4,La Seine
Bras de l'Ornain,F56-4501,0.2067522888487186,"[4.897803491358772, 48.810397658725414]","[4.897394954125672, 48.81148548441087]",1,4,La Seine
La Guyonne,H3039100,11.904144827627613,"[1.788703283544349, 48.752699972626985]","[1.866475892835088, 48.81452961341809]",1,4,La Seine
Ruisseau des Bouilles,F3035000,10.560125349950086,"[3.578086150395564, 47.28400857049454]","[3.629027966028066, 47.34314117621627]",1,4,La Seine
La Verse,H0310600,22.988699186455335,"[3.136679389002216, 49.663530509526595]","[3.000229342387954, 49.56142713621964]",1,4,La Seine
La Crise,H1610600,25.80149918993506,"[3.426608204214924, 49.25018398710606]","[3.331590206311987, 49.3801780155627]",1,4,La Seine
L'Yevre,H1045000,17.2255302794453,"[4.757265608126902, 48.942764433781356]","[4.807951507995938, 49.0638201264521]",1,4,La Seine
Rivi�re du Moulin,F09-4701,3.244474286388242,"[3.888172744140584, 48.5063302693577]","[3.850545717167463, 48.50413874490149]",1,4,La Seine
Le Beaune,F4105000,14.491659826283419,"[3.010677073204995, 47.719903078261346]","[2.900843309528716, 47.72595944649523]",1,4,La Seine
La Fausse,F09-4601,10.49147095182995,"[4.054096315772579, 48.33389006967943]","[3.978212469742542, 48.404873827115]",1,4,La Seine
L'Arre,H2060600,23.636578302776297,"[3.4513948396043, 43.96515103253184]","[3.675723791525223, 43.99492175542231]",1,4,La Seine
Ru d'Allan,F6347000,17.030018340777787,"[3.295747505979779, 49.12777479606625]","[3.102128483135556, 49.15031392117556]",1,4,La Seine
Ruisseau des Ainguets,F0428000,10.414571085475966,"[4.733390720806919, 47.916807450055614]","[4.649469285548736, 47.967124968075424]",1,4,La Seine
Vallée d'Oisemont,H4035000,10.771247928781433,"[1.295901404412119, 48.39170224974681]","[1.429209268403721, 48.38273373179907]",1,4,La Seine
Ru de Volmerot,F6563000,10.50913532077284,"[3.456032810402327, 48.713092740901835]","[3.35563177829184, 48.671773083392175]",1,4,La Seine
Bras de l'Ourcq,F63-4401,2.5712166977359675,"[3.101900226723271, 49.1534239979913]","[3.084614356786834, 49.14417963845957]",1,4,La Seine
La Prosne,H1530600,13.269986757162624,"[4.330596210333852, 49.1960441934426]","[4.182526156676849, 49.18223845965905]",1,4,La Seine
Ru de Raboireau,F6538000,12.478917574387072,"[3.29881349678341, 48.83761707421285]","[3.181564155122242, 48.80899955921464]",1,4,La Seine
La Buze,H0155000,20.2204844570044,"[3.810395854506683, 49.51293325958428]","[3.780322216973277, 49.66216215651188]",1,4,La Seine
La Civanne,F0840600,13.473370112968283,"[4.283539887300293, 48.1804004731719]","[4.21696713082081, 48.2649134681217]",1,4,La Seine
Ruisseau de Juvigny,H1623000,11.27658381751242,"[3.324968264744699, 49.44790684485134]","[3.240337275469933, 49.39131938073622]",1,4,La Seine
Ru de Rutel,F6431000,12.558455130271705,"[2.779699220788736, 48.999942564890056]","[2.87083409780668, 48.942809771633506]",1,4,La Seine
Ruisseau de l'Indre,H1216000,12.966497088269582,"[4.582995043788257, 49.339790139351344]","[4.72422830735341, 49.37599315113136]",1,4,La Seine
La Renne,F1140600,20.054889532855114,"[5.019167444932573, 48.106840283088964]","[4.851630199632514, 48.14428835399983]",1,4,La Seine
Ruisseau Saint-Maurice,H4212000,10.39817316527932,"[0.707927521120925, 48.62077691396368]","[0.797254761455115, 48.68044624164184]",1,4,La Seine
Ruisseau de la Motte Bucy,F4242000,15.515568873941135,"[2.316388575132001, 47.99129138200883]","[2.482904696845407, 47.950362126019165]",1,4,La Seine
La Vaucouleurs,H3070600,22.15142739183304,"[1.563026263256678, 48.881716191456064]","[1.728865396482967, 48.98155545166217]",1,4,La Seine
Le Soutain,F3233000,12.96895415272242956,"[4.236726369264391, 47.29268716425795]","[4.312228770248751, 47.367410194845796]",1,4,La Seine
Bras du Serein,F32-4771,1.1518912367771962,"[3.806974046819995, 47.80894295983466]","[3.800808186096932, 47.817745513406116]",1,4,La Seine
Ruisseau de la Motte,H4212300,11.373633369827312,"[0.643586545241991, 48.61174752050122]","[0.762202062603856, 48.65928089761735]",1,4,La Seine
Le Val Loge,H6052000,14.24836004870643,"[0.603763274855565, 48.83098280369467]","[0.743240463583978, 48.899982324712504]",1,4,La Seine
Ruisseau de l'Etang Derzine,F5435000,11.427337262094305,"[4.559272485637019, 48.57150817735267]","[4.645888922428121, 48.62909186927098]",1,4,La Seine
L'Orillon,H1578000,16.20432140940065,"[3.627538311156146, 49.1674666537694]","[3.681522041197635, 49.281021011901856]",1,4,La Seine
La Gervaine,H4245000,19.177155557569407,"[0.927349884850263, 48.56394535033293]","[1.066558600239468, 48.6874192676341]",1,4,La Seine
La Sainte-Eugenie,F3075000,16.840538500872434,"[3.382718329447082, 47.31634954439905]","[3.421534589181835, 47.43321000459001]",1,4,La Seine
L'Alain,F3569000,11.57818955227515,"[3.605516435996213, 48.30429712604465]","[3.532213211510034, 48.23302609750172]",1,4,La Seine
Vallee,H4029000,14.36183950988876,"[1.207111734513119, 48.52988664218468]","[1.30650943057218, 48.44405220212108]",1,4,La Seine
La Baigne,F3232000,14.248095411980094,"[4.24016341263836, 47.248045663819376]","[4.324879750457585, 47.328366207061585]",1,4,La Seine
La Saône,U---0000,472.945742855629,"[6.179632918862948, 48.09197078636587]","[4.819069612371417, 45.724638641576156]",1,1,Le Rhône
L'Apance,U0040500,34.35933629076718,"[5.779366618538532, 48.0212809449782]","[5.892497764822362, 47.94700991277906]",1,3,Le Rhône
L'Amance,U02-0400,46.980897882452496,"[5.477715997161752, 47.85393969927343]","[5.924649452723349, 47.82868143431541]",1,3,Le Rhône
L'Ougeotte,U0300500,27.315120953787396,"[5.686981745133291, 47.77732769170541]","[5.969627623497844, 47.816845400640574]",1,3,Le Rhône
La Superbe,U0320500,39.613461262458955,"[4.109962665629424, 48.73569315484744]","[3.887717532632236, 48.57896792477339]",1,3,Le Rhône
La Lanterne,U04-0400,64.21663282956335,"[6.536718601538291, 47.796356085680394]","[6.044129579233615, 47.732658133905346]",1,2,Le Rhône
La Semouse,U04-0430,40.99427778058516,"[6.482708609385774, 48.02734342630978]","[6.194718990777929, 47.81769066532537]",1,3,Le Rhône
Le Breuchin,U0410500,44.32932355798504,"[6.695284981779874, 47.8765056438127]","[6.297406738302441, 47.80608367686385]",1,3,Le Rhône        
L'Augronne,U0440500,28.53370292333416,"[6.564040152774931, 48.000300565318874]","[6.275928656424953, 47.886546710502174]",1,3,Le Rhône
La Combeauté,U0450500,36.90999550211268,"[6.595278023137692, 47.97422201706999]","[6.235572170342182, 47.85395465603196]",1,3,Le Rhône
Le Durgeon,U05-0400,42.405779062974005,"[6.339914454100517, 47.7239441163893]","[6.02397121059303, 47.65010274667276]",1,3,Le Rhône
La Colombine,U0520500,31.208111767339332,"[6.370007347570046, 47.730920275716045]","[6.162333598512597, 47.62109372918671]",1,3,Le Rhône
La Romaine,U0620500,25.496568845400404,"[6.025545533491233, 47.47527838504406]","[5.802488547687314, 47.56900207242463]",1,3,Le Rhône
La Gourgeonne,U0630500,26.861196190283074,"[5.84216323910672, 47.717869849696285]","[5.77000853910869, 47.5800061571521]",1,3,Le Rhône
Le Salon,U07-0400,71.56993618879225,"[5.467602774469252, 47.83756511363482]","[5.683981849947058, 47.534443683634514]",1,2,Le Rhône
La Morte,U0810500,23.950257836324624,"[5.858258156609883, 47.408768102488345]","[5.614906317086388, 47.45759923834368]",1,3,Le Rhône
La Vingeanne,U09-0400,92.81699040128532,"[5.195043337745487, 47.758434569162816]","[5.488831007903378, 47.355906671535266]",1,2,Le Rhône
L'Ognon,U10-0400,213.53924211480472,"[6.772542036015688, 47.850042034006016]","[5.471047653732965, 47.32942850951264]",1,1,Le Rhône
Le Rahin,U1020500,50.490501801875624,"[6.815864588792754, 47.81803005168131]","[6.456860460303034, 47.61615398157987]",1,2,Le Rhône
La Venelle,U1100900,32.81299943370703,"[5.157206311136189, 47.7108041815066]","[5.204756528838745, 47.478557462064046]",1,3,Le Rhône
La Bèze,U1110500,31.173239714691242,"[5.270068837266193, 47.47066908127003]","[5.392842520049329, 47.27588993413621]",1,3,Le Rhône
La Tille,U12-0400,82.5860048171203,"[4.917838307631015, 47.61570372780072]","[5.345656609996111, 47.12607222226649]",1,2,Le Rhône
L'Ignon,U1210500,44.17896204455047,"[4.749367537623979, 47.47687223234904]","[5.166527712862778, 47.5206763376746]",1,3,Le Rhône
La Norges,U1230500,33.53718415442262,"[5.077870546482406, 47.406476524182544]","[5.247826436190505, 47.2045189275968]",1,3,Le Rhône
L'Ouche,U13-0400,95.34568443842615,"[4.689494864168497, 47.06484833859448]","[5.284419800004947, 47.10263095764239]",1,2,Le Rhône
Le Suzon,U1320900,41.39442665388729,"[4.778038055233121, 47.37835994445311]","[5.08296600866399, 47.28655653142198]",1,3,Le Rhône
Le Doubs,U2--0200,452.36764548478766,"[6.208954186685792, 46.70488951972382]","[5.022142761963475, 46.902513582235024]",1,1,Le Rhône
Le Drugeon,U2030500,39.113370879729075,"[6.286307531857137, 46.833440003866905]","[6.361346036363306, 46.945409786824946]",1,3,Le Rhône
Le Dessoubre,U2210500,33.30161274090572,"[6.601786329226623, 47.153301865499266]","[6.811232520834518, 47.319020203670476]",1,3,Le Rhône
L'Allan,U23-0400,58.20693814738591,"[7.210182097985577, 47.428773193508306]","[6.759656984599048, 47.4785338889249]",1,2,Le Rhône
La Bourbeuse,U23-0420,39.859079509586365,"[6.936817937019493, 47.767014820618535]","[6.905979203711344, 47.546734695566265]",1,3,Le Rhône
La Madeleine,U2310500,25.410851364937006,"[6.911790131111702, 47.77583818167935]","[6.974769475918474, 47.593154673879866]",1,3,Le Rhône
La Savoureuse,U2340500,41.187783714048805,"[6.838850084331251, 47.82016250254252]","[6.848918027658734, 47.51092817804843]",1,3,Le Rhône
La Lizaine,U2350500,30.894468950865278,"[6.78242278126317, 47.68590039622895]","[6.800846720755089, 47.50629326477167]",1,3,Le Rhône
La Clauge,U2560500,35.15854885946422,"[5.792503207362405, 47.092993708471965]","[5.447377167452156, 47.01956482151062]",1,3,Le Rhône
La Loue,U26-0400,50.83281497042669,"[1.214199053774826, 45.55935872473804]","[0.9727369281637, 45.30554345417249]",1,1,Le Rhône
Le Lison,U2610580,25.348383837803684,"[6.011199685092574, 46.96603119038427]","[5.986583632085592, 47.07240933867537]",1,3,Le Rhône
La Cuisance,U2650500,32.189591351031844,"[5.80728184631752, 46.86994792708936]","[5.552849465606304, 47.00671103701789]",1,3,Le Rhône
L'Orain,U2710500,38.9245979529223,"[5.707637749752928, 46.83136642430071]","[5.383559022673229, 46.957399041873074]",1,3,Le Rhône
La Sablonne,U2720520,26.576892392978177,"[5.396561844969881, 47.04452691578837]","[5.248577548481702, 46.93047595629023]",1,3,Le Rhône
La Guyotte,U2740500,41.029665787590574,"[5.240825214460433, 46.71857106966208]","[5.140804026214579, 46.94027255184089]",1,3,Le Rhône
La Dheune,U30-0400,71.02531560155852,"[4.505106977518897, 46.755102851072]","[5.007524351346262, 46.906996075271906]",1,2,Le Rhône
Le Meuzin,U3030500,38.064518736897014,"[4.855921214417292, 47.189804486367414]","[5.028790169249731, 46.952720882768915]",1,3,Le Rhône
La Grosne,U32-0400,96.57443472702799,"[4.481210896971104, 46.248800590054984]","[4.938895177966614, 46.698975818079425]",1,2,Le Rhône
La Guye,U3220500,46.568398262339976,"[4.645972574121121, 46.76796040412394]","[4.661529641275417, 46.569497616081975]",1,3,Le Rhône
La Tenarre,U3300500,25.96325168719994,"[5.070068544180532, 46.7625276224305]","[4.954565356411493, 46.653789625873365]",1,3,Le Rhône
Bras la Seillette Aval de la Seille,U3400611,5.359981872507604,"[5.333975782838487, 46.738853675708775]","[5.290132749657884, 46.72856134232046]",1,2,Le Rhône
La Seille,U34-0400,137.66463091048425,"[6.796214955644403, 48.72470259780501]","[6.185054020275036, 49.12614082080482]",1,2,Le Rhône
Le Solnan,U34-0430,61.596451948957046,"[5.358683508943267, 46.34245507156174]","[5.218209035968489, 46.62952113228951]",1,2,Le Rhône
La Brenne,U3410500,71.67115593268144,"[4.709772295886243, 47.313545402034144]","[4.275982794585105, 47.64388368195845]",1,2,Le Rhône
Le Sevron,U3440500,54.62109318937972,"[5.372319142002447, 46.24777767732896]","[5.2695216436844, 46.53336664116162]",1,2,Le Rhône
La Vallière,U3450500,50.810603930420136,"[5.607662644973085, 46.623743818276736]","[5.222052138163503, 46.61947588181582]",1,2,Le Rhône
Ruisseau de Blaine,U3450720,25.918588597849304,"[5.455599143673153, 46.66901632621008]","[5.241864494753611, 46.619783522465056]",1,3,Le Rhône
La Sane,U3470500,46.77828347737413,"[5.151315745190622, 46.398608390604515]","[5.01450567737749, 46.5402341816191]",1,3,Le Rhône
La Sane-Morte,U3470580,54.55198854598327,"[5.191153340422143, 46.37542281126893]","[5.094095266442592, 46.57501908789586]",1,2,Le Rhône
La Reyssouze,U40-0400,74.99857237802061,"[5.330498199470052, 46.14318989865564]","[4.892756996431597, 46.44261896575304]",1,2,Le Rhône
La Veyle,U42-0400,66.72417224838999,"[5.214653235893637, 46.00458352720738]","[4.831745911580324, 46.29644149186494]",1,2,Le Rhône
L'Irance,U4210500,31.18341960312911,"[5.069244062800339, 46.09772901878989]","[5.047407344425956, 46.232793855342706]",1,3,Le Rhône
Le Vieux Jonc,U4210600,27.60811140050846,"[5.186424808004088, 46.02092714938405]","[5.124366986279577, 46.21309990604226]",1,3,Le Rhône
Le Renon,U4230500,40.800730564187106,"[5.098641115798633, 45.97899215993847]","[4.988054427843582, 46.222001484131695]",1,3,Le Rhône
La Petite Grosne,U4300500,25.59492407235634,"[4.639819997677031, 46.2566231228781]","[4.8267808228076, 46.277332353499816]",1,3,Le Rhône
La Chalaronne,U4400500,52.29027230137846,"[4.998963531129668, 45.96672274829916]","[4.791668190843758, 46.16355641132753]",1,2,Le Rhône
L'Ardière,U4500500,29.93965856779904,"[4.501707535435438, 46.199763875522926]","[4.767583828259125, 46.107053605023246]",1,3,Le Rhône
L'Azergues,U46-0400,62.33412878056543,"[4.472324817717114, 46.16457551842483]","[4.729977619058525, 45.94264138736774]",1,2,Le Rhône
La Brévenne,U4630500,38.971974479066354,"[4.367525579709865, 45.660685845367766]","[4.6737296453991, 45.85799961350689]",1,3,Le Rhône
La Turdine,U4630660,28.763221660441488,"[4.328512202305132, 45.904150904080716]","[4.620861172910334, 45.83658476873944]",1,3,Le Rhône
L'Arve,V0--0200,108.03047941456245,"[6.971600921248044, 46.02165839107832]","[6.120835547788023, 46.200958306382134]",1,1,Le Rhône
Le Giffre,V01-0400,46.462298271862124,"[6.885447789368727, 46.108844590230916]","[6.48929388508265, 46.06815927750271]",1,3,Le Rhône
Le Borne,V0200540,33.59969111102544,"[6.527888246944197, 45.964605530798636]","[6.397522543701748, 46.08436007212877]",1,3,Le Rhône
La Menoge,V0230500,30.156822780135865,"[6.46672263323972, 46.274808271978216]","[6.245794390809481, 46.1697297116187]",1,3,Le Rhône
La Valserine,V1010500,47.55117722117376,"[6.060450371560366, 46.417555228574486]","[5.829212943837197, 46.10622877729855]",1,3,Le Rhône
La Semine,V1010580,25.76234776448203,"[5.85278615901601, 46.283456020332785]","[5.803392769810849, 46.14926156817407]",1,3,Le Rhône
Les Usses,V11-0400,46.07776019667777,"[6.19337215161021, 46.08383909376471]","[5.8339724097295, 45.97216844326835]",1,3,Le Rhône
Le Fier,V12-0400,72.09946306752832,"[6.415730797927146, 45.80651737591902]","[5.833113195701257, 45.94157060200879]",1,1,Le Rhône
Le Thiou,V1230500,3.6111710604763867,"[6.129203312599525, 45.898239462228986]","[6.09767249716239, 45.90926611156691]",1,1,Le Rhône
Le Chéran,V1250500,53.76164265806709,"[6.25736202896918, 45.6801927860543]","[5.933275446398815, 45.886315310305015]",1,2,Le Rhône
Le Furans,V14-0430,29.332947222574365,"[5.549826890386592, 45.84970264276127]","[5.700539793374622, 45.71012919353486]",1,3,Le Rhône
Le Guiers,V15-0400,49.89408132931865,"[5.857453668419093, 45.32615300040432]","[5.622446419302273, 45.61519703872186]",1,2,Le Rhône
Le Guiers Vif,V1510500,16.87296067533064,"[5.891539319619956, 45.390572910112034]","[5.74012075987998, 45.43667367646151]",1,3,Le Rhône
La Bourbre,V17-0400,72.24824787074178,"[5.438145647958183, 45.42935863289458]","[5.188250591391936, 45.774199286157334]",1,2,Le Rhône
Dérivation de Donzère-Mondragon,V---2002,29.074133147278054,"[4.698198031647494, 44.45195899904032]","[4.706153014024639, 44.215077198782474]",1,1,Le Rhône
L'Ain,V2--0200,189.71333119588834,"[6.022728012716239, 46.75032125437298]","[5.176899897440427, 45.793528236556604]",1,1,Le Rhône
L'Angillon,V21-0400,26.64434644973867,"[5.980828665575968, 46.78377207138544]","[5.834729359637037, 46.74056064043738]",1,3,Le Rhône
La Bienne,V24-0400,68.73022407926595,"[6.004029494820459, 46.457624635712754]","[5.631625980584711, 46.33566596183174]",1,2,Le Rhône
L'Oignin,V25-0400,27.59619929080137,"[5.520358334823102, 46.12255918107936]","[5.587346157568121, 46.29221495620791]",1,3,Le Rhône
La Valouse,V26-0400,23.80120894422434,"[1.014195686021427, 45.60499490638138]","[0.98411776788659, 45.45414851106926]",1,3,Le Rhône
Le Suran,V28-0400,73.94827001038941,"[5.462400026164, 46.48906673312703]","[5.318547313157289, 46.041723617858935]",1,2,Le Rhône
L'Albarine,V29-0400,59.35725766869144,"[5.62968477675134, 46.10699858536195]","[5.256991529697429, 45.96526043613522]",1,2,Le Rhône
L'Yzeron,V3010500,25.11486787828036,"[4.57594292998616, 45.713869366703335]","[4.82061146993716, 45.718933770889194]",1,3,Le Rhône
Le Garon,V3030500,31.117685916320347,"[4.569411334673209, 45.70171418805144]","[4.77925312027603, 45.59049902597982]",1,3,Le Rhône
Le Gier,V31-0400,40.374329980857844,"[4.574419484220585, 45.38710587198056]","[4.777083235872375, 45.58636127581949]",1,2,Le Rhône
La Gère,V32-0400,34.44680265407795,"[5.213749846464227, 45.45260852522859]","[4.870858370533391, 45.52635772008073]",1,2,Le Rhône
Dérivation de Péage de Roussillon,V3--3002,11.43704081456576,"[4.758930751199207, 45.38455658222676]","[4.809411343928399, 45.29025031826072]",1,2,Le Rhône
La Varèze,V3300500,39.949435388544735,"[5.149396298553218, 45.43840437990431]","[4.747443037659034, 45.424317410816435]",1,3,Le Rhône
Le Dolon,V33-0400,33.361820850987044,"[5.108041729450292, 45.40415187466656]","[4.801108964074653, 45.30199037713671]",1,3,Le Rhône
La Sanne,V3330500,26.393447646092323,"[5.014508632772034, 45.41418071253756]","[4.798069570107989, 45.31308332004901]",1,3,Le Rhône
L'Oron,V34-0400,27.00353837817193,"[5.118185711537458, 45.34180630428955]","[4.828982681318912, 45.30020783254638]",1,3,Le Rhône
La Raille,V34-0430,34.99572498576802,"[5.379495560840925, 45.28455216797121]","[5.095700785052077, 45.34259971918433]",1,3,Le Rhône
La Cance,V35-0400,25.55366503539144,"[-0.0260571335571, 48.57176795383192]","[-0.108656455538117, 48.71941361216706]",1,3,Le Rhône
la déôme,V3510500,29.20449369311493,"[4.459138848018592, 45.25372394390482]","[4.674024807946449, 45.23417308013316]",1,3,Le Rhône
L'Ay,V3530500,32.61341870671016,"[-1.451722223777864, 49.07587269266666]","[-1.607419729491945, 49.22354006880472]",1,3,Le Rhône
La Galaure,V36-0400,56.13682769157819,"[5.326796313728861, 45.277815847481925]","[4.810735607354262, 45.1761275397157]",1,2,Le Rhône
Le Doux,V37-0400,69.71622968665234,"[4.435050713521441, 45.1368827923732]","[4.829163093936461, 45.072891428477675]",1,2,Le Rhône
La Daronne,V3730500,25.17278845250818,"[4.538345122324508, 45.04033334216496]","[4.740023946216395, 45.06954951991446]",1,3,Le Rhône
Le Duzon,V3740520,32.19191383533545,"[4.671601954138259, 44.91669701335889]","[4.783355370364217, 45.0591439559225]",1,3,Le Rhône
La Véore,V40-0400,37.54948614299295,"[5.076260561563818, 44.83202049436076]","[4.819303247345291, 44.81162009173778]",1,3,Le Rhône
La Barberolle,V4010500,30.010146092462534,"[5.181223154364202, 44.91800328714526]","[4.881740991966681, 44.94886871006931]",1,3,Le Rhône
L'Eyrieux,V41-0400,83.41834475972972,"[4.38990120661735, 45.06276206437305]","[4.797980875247408, 44.80509656984243]",1,2,Le Rhône
La Glueyre,V4140520,26.662492893970114,"[4.37231738458366, 44.78070098849998]","[4.581706501763755, 44.82246689090086]",1,3,Le Rhône
La Drôme,V42-0400,110.58748882214739,"[5.652828771043517, 44.50142066859384]","[4.759660758016437, 44.7713844854288]",1,1,Le Rhône
Le Bès,V4220500,25.51370656463712,"[ 5.63974118872568, 44.652846810076326]","[ 5.39840337269898, 44.67938610709311]",1,3,Le Rhône
La Roanne,V4250500,20.97938557747536,"[1.785594849240139, 45.12276966279813]","[1.639234931510926, 45.18101193639446]",1,3,Le Rhône
La Gervanne,V4270500,29.847918527310075,"[5.230236031860088, 44.895535728374355]","[5.08634484967095, 44.708773647056724]",1,3,Le Rhône
Dérivation de Montélimar,V4--3002,14.510774408419552,"[4.737621542097716, 44.59911895270337]","[4.698713431224725, 44.48188072513192]",1,1,Le Rhône
L'Ouvèze,V4300500,27.29122853361452,"[4.49622685473853, 44.71503068790821]","[4.756318254697601, 44.7518743926238]",1,3,Le Rhône
Le Roubion,V44-0400,66.2332918384634,"[5.20165697028413, 44.48405325029903]","[4.718007981591881, 44.54879116114999]",1,2,Le Rhône
Le Jabron,V4450500,38.90656360926162,"[5.114271414394373, 44.558144766604094]","[4.748034158912166, 44.551852325835995]",1,3,Le Rhône
La Berre,V45-0430,52.795008707496734,"[2.702539358059556, 42.95282876287839]","[3.068726096911869, 43.013416089145785]",1,3,Le Rhône
L'Ardèche,V50-0400,125.0368718371308,"[4.044460120001955, 44.70023044218833]","[4.648514996909399, 44.263349841357055]",1,1,Le Rhône
L'Auzon,V5020500,30.50233696983151,"[4.016523781249758, 44.26621074719839]","[4.266689919733714, 44.23084422082157]",1,3,Le Rhône
La Baume,V5030500,43.804479983061384,"[4.052880331080837, 44.60401480587222]","[4.332835359863322, 44.43583369882449]",1,3,Le Rhône
Le Chassezac,V5040500,84.56608366787232,"[3.782835606662726, 44.58683891186236]","[4.320574044169288, 44.42766420883205]",1,2,Le Rhône
La Borne,V5040580,35.4594191094751,"[4.09747319315933, 44.63912310528928]","[3.986548281308256, 44.475804532642556]",1,3,Le Rhône
L'Altier,V5040660,39.02536025597048,"[3.751456156997123, 44.42933674535198]","[3.980061770714152, 44.475676913527586]",1,3,Le Rhône
L'Ibie,V5050540,33.05915808408857,"[4.538027863031007, 44.567135539031106]","[4.399449940676142, 44.39324726221616]",1,3,Le Rhône
L'Aigue,V53-0400,113.7183245084517,"[5.575517483850536, 44.32560499869137]","[4.736897208000535, 44.08841851322819]",1,1,Le Rhône
L'Oule,V5310500,32.65395132348224,"[5.602520366293244, 44.457646533166034]","[5.348362246519568, 44.41185637844198]",1,3,Le Rhône
La Cèze,V54-0400,128.28601997662847,"[3.969093025118534, 44.4266392176139]","[4.711068282985679, 44.10489540922143]",1,1,Le Rhône
Le Luech,V5410500,32.59732076049614,"[3.817723156086609, 44.326359237721974]","[4.062971063689555, 44.303416153343655]",1,3,Le Rhône
La Ganière,V5420520,27.303590111350694,"[4.029494989057803, 44.41964373636238]","[4.127756337182527, 44.281939594432636]",1,3,Le Rhône
L'Auzon,V5440500,30.50233696983151,"[4.016523781249758, 44.26621074719839]","[4.266689919733714, 44.23084422082157]",1,3,Le Rhône
La Tave,V5470580,30.497798499326077,"[4.426178028419895, 44.1070879040094]","[4.698033632827053, 44.115027992931445]",1,3,Le Rhône
L'Ouvèze,V6--0200,93.48122853361452,"[5.536379229463192, 44.27017605602909]","[4.85228015127, 43.988418014918054]",1,2,Le Rhône
Le Toulourenc,V6030500,39.05148008031967,"[5.407514230361975, 44.23623753454171]","[5.149786933979561, 44.238725138978204]",1,3,Le Rhône
La Nesque,V61-0400,53.18296144782078,"[5.413715672645853, 44.125329945377445]","[4.981896308223352, 43.994752981862014]",1,2,Le Rhône
la grande levadé,V61-0420,34.798095082476095,"[5.214907910642314, 44.15757702032078]","[4.900070636254156, 44.03363715936199]",1,3,Le Rhône
L'Auzon,V6120500,30.50233696983151,"[4.016523781249758, 44.26621074719839]","[4.266689919733714, 44.23084422082157]",1,3,Le Rhône
La Croc,V6130500,26.09970187037476,"[5.569102999814664, 44.14409797238819]","[5.397114320663844, 44.09271587195115]",1,3,Le Rhône
La Sorgue de Velleron,V6150500,30.399888823032917,"[5.132608783322881, 43.91802944911515]","[4.898921523252677, 44.03884535970291]",1,2,Le Rhône
Le Gard,V71-0400,127.59714302841238,"[3.730679806990779, 44.24609554760204]","[4.623575571380965, 43.838805451982445]",1,1,Le Rhône
Le Gardon de Sainte-Croix,V7110500,27.84895163584321,"[3.618575603955122, 44.23367987693759]","[3.845715619618947, 44.1583506802244]",1,3,Le Rhône
Le Gardon de Saint-Jean,V7130500,49.34775837556171,"[3.609341747210694, 44.20573942494459]","[3.970609509735687, 44.075661516397126]",1,3,Le Rhône
Le Gardon d'Alès,V7150500,60.63582855697552,"[3.789113785755642, 44.27997758512097]","[4.131953296398119, 44.03236838936669]",1,2,Le Rhône
Le Galeizon,V7150620,28.78125560860835,"[3.857084360293075, 44.22117299565173]","[4.058130511605127, 44.15252121074973]",1,3,Le Rhône
L'Avène,V7150720,29.703148272782325,"[4.072703176149385, 44.24030283627581]","[4.111516321893737, 44.07279373040075]",1,3,Le Rhône
Le Bourdic,V7170700,24.994340228781446,"[4.282814410613667, 44.08301106783968]","[4.3150973949866, 43.93308777619101]",1,3,Le Rhône
