Date,O919001001,O200001001,V504661001,O180405201,O153291001,O353401001,O375401001,O323000401,O546431001,O819000201,O582000101,Q066402002,O612501001,O605401001,O633251001,O650251001,K216311001,O701581001,P171291001,O839431001,P257401001,Q224291001,65017400,48198001,65258001_x,65258001_y,31451001,65258001,11221004,65125001,12216001
2023-04-08,356340.0,106920.0,1552.0,2.0,3846.0,4028.0,1782.0,165.0,1327.0,117.0,475.0,739.0,441.0,1992.0,3426.0,,869.0,326.0,3127.0,833.0,478.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,340576.0,99210.0,1493.0,2.0,3729.0,4072.0,1610.0,111.0,1211.0,107.0,467.0,656.0,420.0,1968.0,2979.0,,832.0,310.0,2847.0,796.0,463.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-04-10,308672.0,90975.0,1442.0,1.0,3624.0,3873.0,1468.0,69.0,1211.0,99.0,461.0,589.0,397.0,1953.0,2712.0,1313.0,802.0,295.0,2619.0,792.0,455.0,404.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
2023-04-11,282283.0,83738.0,1420.0,1.0,3530.0,3786.0,1334.0,40.0,1167.0,92.0,454.0,545.0,374.0,1941.0,2391.0,,792.0,292.0,2619.0,764.0,449.0,384.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,258908.0,85521.0,1390.0,1.0,3552.0,3768.0,1285.0,35.0,1177.0,93.0,452.0,545.0,370.0,1945.0,2424.0,,805.0,291.0,2865.0,788.0,456.0,385.0,,0.0,8.6,8.6,6.0,8.6,7.6,9.6,12.2
2023-04-13,264719.0,100728.0,1362.0,1.0,3666.0,3822.0,1366.0,18.0,1242.0,88.0,449.0,567.0,374.0,1953.0,2704.0,,889.0,321.0,3068.0,811.0,460.0,433.0,,0.2,8.4,8.4,5.6,8.4,16.6,6.8,14.6
2023-04-14,280612.0,110145.0,1350.0,1.0,3558.0,3846.0,1636.0,16.0,1444.0,86.0,448.0,1035.0,384.0,2009.0,3364.0,,866.0,332.0,4562.0,895.0,512.0,767.0,,4.6,12.4,12.4,6.8,12.4,21.6,10.6,13.6
2023-04-15,329537.0,123730.0,1428.0,1.0,4241.0,5427.0,3875.0,13.0,3168.0,106.0,448.0,1054.0,366.0,2061.0,4091.0,2669.0,1196.0,446.0,10423.0,1089.0,526.0,1115.0,,0.0,3.0,3.0,2.8,3.0,4.6,1.4,1.8
2023-04-16,368190.0,128324.0,1294.0,1.0,4120.0,4587.0,3108.0,11.0,2343.0,125.0,442.0,1034.0,334.0,2026.0,4433.0,,874.0,318.0,7782.0,873.0,467.0,977.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,405725.0,108661.0,1261.0,1.0,3818.0,4159.0,2539.0,10.0,2002.0,122.0,436.0,746.0,317.0,1987.0,3664.0,,794.0,283.0,5849.0,804.0,448.0,694.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2023-04-18,395305.0,98385.0,1234.0,1.0,3693.0,3995.0,2306.0,11.0,1808.0,120.0,430.0,621.0,312.0,1966.0,3154.0,,778.0,271.0,4521.0,791.0,432.0,577.0,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-04-19,354220.0,89474.0,1184.0,1.0,3551.0,3884.0,2130.0,10.0,1642.0,110.0,425.0,534.0,298.0,1953.0,2901.0,,742.0,262.0,3494.0,740.0,427.0,520.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-04-20,311738.0,85371.0,1185.0,1.0,3459.0,3835.0,2010.0,10.0,1529.0,105.0,419.0,480.0,286.0,1914.0,2638.0,,720.0,249.0,3002.0,722.0,412.0,472.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21,295923.0,84809.0,1172.0,1.0,3417.0,3759.0,1859.0,10.0,1403.0,98.0,415.0,423.0,274.0,1888.0,2412.0,1770.0,827.0,253.0,2720.0,698.0,402.0,441.0,,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22,300463.0,89593.0,1162.0,1.0,3387.0,3770.0,1783.0,10.0,1329.0,89.0,415.0,383.0,267.0,1873.0,2258.0,1455.0,732.0,242.0,3174.0,895.0,464.0,433.0,,2.6,1.4,1.4,2.6,1.4,1.6,1.2,11.6
2023-04-23,281491.0,115071.0,1182.0,1.0,3356.0,3796.0,1799.0,9.0,1428.0,86.0,418.0,409.0,276.0,1870.0,2274.0,,1052.0,297.0,4735.0,1049.0,536.0,637.0,,0.6,6.4,6.4,4.8,6.4,3.6,5.6,7.6
2023-04-24,278092.0,118521.0,1156.0,1.0,3355.0,3767.0,1816.0,8.0,1428.0,95.0,414.0,422.0,260.0,1869.0,2423.0,,1144.0,304.0,8129.0,977.0,512.0,601.0,,0.2,5.2,5.2,7.2,5.2,7.6,4.0,4.0
2023-04-25,307174.0,106875.0,1102.0,1.0,3545.0,3812.0,1942.0,9.0,1556.0,100.0,416.0,536.0,263.0,1891.0,2652.0,,880.0,275.0,6553.0,936.0,494.0,1052.0,,0.0,6.6,6.6,7.0,6.6,5.4,7.2,0.0
2023-04-26,303696.0,141760.0,1037.0,1.0,4087.0,3795.0,2076.0,8.0,1383.0,126.0,412.0,948.0,257.0,1919.0,3454.0,,758.0,244.0,5055.0,893.0,478.0,2608.0,,0.0,0.2,0.2,1.0,0.2,0.2,0.2,1.0
2023-04-27,317487.0,150753.0,1014.0,1.0,3905.0,3688.0,1766.0,8.0,1317.0,133.0,409.0,609.0,243.0,1885.0,3093.0,,707.0,236.0,3873.0,845.0,469.0,1663.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-04-28,350391.0,141121.0,1001.0,1.0,3728.0,3612.0,1545.0,8.0,1186.0,126.0,406.0,464.0,232.0,1859.0,2610.0,1434.0,669.0,230.0,3009.0,790.0,439.0,883.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-29,318085.0,137064.0,1052.0,1.0,3557.0,3574.0,1418.0,8.0,1161.0,146.0,404.0,437.0,228.0,1849.0,2466.0,1488.0,832.0,299.0,2688.0,888.0,501.0,676.0,,4.4,17.1,17.1,26.0,17.1,25.0,16.8,11.0
2023-04-30,302143.0,267482.0,1000.0,,26931.0,4062.0,2306.0,9.0,3020.0,1177.0,404.0,534.0,226.0,2148.0,3992.0,2213.0,784.0,288.0,2407.0,1727.0,515.0,2910.0,,0.0,3.4,3.4,3.8,3.4,6.6,2.2,0.2
2023-05-01,440077.0,330503.0,960.0,,21714.0,3917.0,2432.0,10.0,2304.0,1199.0,386.0,790.0,219.0,2089.0,5310.0,2063.0,672.0,246.0,2224.0,1306.0,485.0,3256.0,,0.0,0.0,0.0,0.6,0.0,4.2,0.0,1.2
2023-05-02,624734.0,226852.0,903.0,,12709.0,3868.0,3165.0,10.0,2026.0,812.0,384.0,627.0,213.0,2003.0,4166.0,1614.0,633.0,239.0,2027.0,1127.0,444.0,1729.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2023-05-03,516809.0,165353.0,840.0,,8689.0,3657.0,2329.0,10.0,1703.0,577.0,381.0,488.0,205.0,1965.0,3553.0,1719.0,585.0,227.0,1826.0,1021.0,433.0,917.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-05-04,425132.0,143205.0,813.0,6.0,6626.0,3601.0,1976.0,8.0,1442.0,422.0,373.0,433.0,194.0,1928.0,3223.0,1432.0,538.0,220.0,1652.0,926.0,404.0,682.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-05,376931.0,130801.0,789.0,5.0,5378.0,3461.0,1681.0,8.0,1287.0,318.0,371.0,397.0,185.0,1899.0,2807.0,1349.0,512.0,217.0,1531.0,874.0,396.0,551.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2023-05-06,325599.0,122506.0,777.0,4.0,4569.0,3504.0,1540.0,8.0,1183.0,259.0,380.0,441.0,188.0,1888.0,2430.0,1415.0,494.0,216.0,1448.0,827.0,395.0,491.0,,0.0,20.1,20.1,4.8,20.1,0.6,14.4,10.0
2023-05-07,301551.0,138883.0,768.0,3.0,4224.0,3444.0,1939.0,8.0,1477.0,467.0,458.0,777.0,215.0,1876.0,3698.0,,605.0,235.0,2326.0,846.0,392.0,432.0,,3.0,13.1,13.1,2.4,13.1,5.2,12.6,1.4
2023-05-08,329010.0,164463.0,809.0,2.0,4368.0,3374.0,1546.0,8.0,1190.0,365.0,441.0,567.0,185.0,1867.0,5350.0,,582.0,244.0,1865.0,802.0,362.0,406.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-09,353911.0,162446.0,770.0,2.0,4313.0,3395.0,1440.0,8.0,1286.0,289.0,440.0,518.0,203.0,1918.0,4162.0,,570.0,241.0,2086.0,921.0,412.0,420.0,,0.4,15.2,15.2,11.9,15.2,22.5,15.4,17.4
2023-05-10,357066.0,160956.0,756.0,2.0,5885.0,3370.0,1651.0,8.0,1795.0,585.0,462.0,823.0,215.0,2293.0,5939.0,,658.0,299.0,2847.0,1020.0,434.0,703.0,,0.0,1.6,1.6,1.6,1.6,8.8,1.6,2.4
2023-05-11,392450.0,146738.0,711.0,2.0,4778.0,3327.0,1446.0,7.0,1582.0,674.0,463.0,803.0,222.0,2102.0,5961.0,,610.0,266.0,2885.0,992.0,427.0,809.0,,0.0,9.8,9.8,17.7,9.8,10.0,11.2,2.0
2023-05-12,396219.0,144743.0,698.0,2.0,4513.0,3400.0,1411.0,8.0,1723.0,645.0,456.0,1569.0,231.0,2883.0,6789.0,2696.0,903.0,277.0,2778.0,984.0,417.0,2091.0,,17.9,11.0,11.0,19.4,11.0,5.0,10.6,10.4
2023-05-13,367151.0,159974.0,1207.0,2.0,8688.0,3934.0,2553.0,7.0,1875.0,579.0,438.0,1937.0,234.0,3368.0,10963.0,2643.0,2525.0,960.0,2587.0,1006.0,427.0,2969.0,,8.4,10.8,10.8,35.4,10.8,11.4,7.4,3.4
2023-05-14,409696.0,261690.0,1054.0,2.0,22764.0,3991.0,5070.0,7.0,1977.0,492.0,421.0,2911.0,227.0,4052.0,15530.0,4602.0,2272.0,621.0,2436.0,914.0,417.0,1740.0,,0.0,13.0,13.0,4.2,13.0,9.6,17.4,1.0
2023-05-15,535392.0,328981.0,784.0,3.0,26145.0,3656.0,5301.0,7.0,2172.0,391.0,419.0,3393.0,218.0,4130.0,21196.0,6523.0,1200.0,479.0,2192.0,807.0,413.0,1239.0,,0.0,14.4,14.4,1.6,14.4,22.5,19.0,0.0
2023-05-16,740089.0,422979.0,706.0,5.0,23513.0,3543.0,3314.0,7.0,1858.0,318.0,416.0,3629.0,215.0,3924.0,18649.0,9699.0,1079.0,432.0,1997.0,768.0,400.0,3742.0,,0.0,4.8,4.8,0.2,4.8,0.0,6.6,0.0
2023-05-17,724851.0,422222.0,645.0,6.0,16331.0,3426.0,2628.0,6.0,1632.0,252.0,406.0,2875.0,211.0,3087.0,16341.0,5854.0,1036.0,409.0,1826.0,715.0,386.0,2336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-18,725430.0,295744.0,601.0,5.0,11694.0,3351.0,2256.0,6.0,1430.0,206.0,402.0,1771.0,207.0,2539.0,10569.0,3689.0,953.0,390.0,1711.0,687.0,379.0,1064.0,,1.8,2.4,2.4,0.0,2.4,0.0,2.0,0.0
2023-05-19,505505.0,231699.0,578.0,5.0,9252.0,3383.0,2058.0,6.0,1319.0,176.0,391.0,1321.0,201.0,2354.0,8009.0,3033.0,939.0,386.0,1601.0,662.0,374.0,726.0,,1.0,3.2,3.2,0.4,3.2,0.0,3.4,0.0
2023-05-20,436892.0,235247.0,569.0,4.0,8246.0,3316.0,1921.0,6.0,1196.0,153.0,372.0,1080.0,197.0,2247.0,6840.0,2773.0,1079.0,403.0,1488.0,660.0,372.0,630.0,,8.8,0.0,0.0,1.0,0.0,0.2,0.0,9.2
2023-05-21,406495.0,201670.0,838.0,3.0,7030.0,3341.0,1863.0,6.0,1223.0,132.0,375.0,915.0,197.0,2166.0,5819.0,2437.0,1429.0,584.0,1489.0,655.0,376.0,566.0,,4.0,0.0,0.0,4.0,0.0,1.6,0.2,3.4
2023-05-22,373044.0,198896.0,755.0,3.0,6564.0,3338.0,1989.0,6.0,1206.0,113.0,374.0,810.0,197.0,2109.0,5141.0,,1416.0,546.0,1553.0,720.0,482.0,523.0,,5.4,1.4,1.4,6.0,1.4,6.4,0.8,14.9
2023-05-23,383153.0,193234.0,1156.0,2.0,6411.0,3265.0,3011.0,6.0,1247.0,98.0,374.0,782.0,236.0,2256.0,5345.0,,3455.0,732.0,1664.0,954.0,606.0,997.0,,20.3,3.8,3.8,0.0,3.8,0.0,4.2,11.2
2023-05-24,414999.0,266832.0,1927.0,2.0,8054.0,3277.0,2669.0,6.0,2556.0,87.0,405.0,2911.0,219.0,2882.0,16084.0,2880.0,1670.0,505.0,1460.0,863.0,529.0,3006.0,,0.0,17.7,17.7,4.8,17.7,3.6,47.7,0.0
2023-05-25,507384.0,586480.0,1266.0,,22953.0,3264.0,1862.0,7.0,2451.0,81.0,419.0,1512.0,200.0,2149.0,12418.0,8287.0,1483.0,319.0,1340.0,715.0,462.0,1399.0,,0.0,8.8,8.8,0.8,8.8,9.3,13.4,0.0
2023-05-26,785999.0,544994.0,1159.0,,14428.0,3164.0,1491.0,6.0,1597.0,68.0,380.0,1408.0,186.0,2044.0,10067.0,6052.0,1311.0,301.0,1226.0,649.0,424.0,668.0,,0.0,1.6,1.6,0.0,1.6,0.0,0.0,0.4
2023-05-27,746353.0,418699.0,1125.0,,10364.0,3135.0,1205.0,6.0,1244.0,61.0,362.0,1178.0,169.0,1986.0,7087.0,4146.0,1211.0,284.0,1184.0,577.0,391.0,518.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.0,19.8
2023-05-28,587992.0,341690.0,1628.0,6.0,8378.0,3088.0,1128.0,6.0,1050.0,56.0,338.0,1373.0,163.0,1959.0,5601.0,3995.0,1367.0,267.0,1168.0,567.0,371.0,446.0,,2.2,2.0,2.0,0.0,2.0,0.0,2.2,7.0
2023-05-29,513969.0,316705.0,1803.0,5.0,7517.0,3138.0,1057.0,6.0,1150.0,51.0,,1519.0,156.0,1995.0,5674.0,3469.0,1334.0,261.0,1086.0,548.0,352.0,455.0,,19.9,9.0,9.0,0.4,9.0,17.0,29.0,7.6
2023-05-30,468723.0,368155.0,1682.0,5.0,7695.0,3054.0,1046.0,6.0,1058.0,51.0,394.0,1220.0,152.0,1921.0,4481.0,4024.0,1117.0,247.0,971.0,531.0,337.0,524.0,,0.0,0.2,0.2,0.0,0.2,4.4,0.4,2.2
2023-05-31,497263.0,294582.0,1735.0,4.0,7340.0,3288.0,4431.0,6.0,1714.0,306.0,400.0,1413.0,143.0,1895.0,4854.0,2993.0,1169.0,244.0,901.0,508.0,327.0,437.0,,7.8,7.8,7.8,6.8,7.8,63.8,8.8,10.6
